id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V2298,Ecuador,25,M,Chan Chan,La Libertad,2025-03-03,2,2133.31,Desconocido
V2299,Argentina,70,M,Lago Titicaca,Puno,2025-10-10,9,2856.39,Tren
V2300,Perú,20,M,Cañón del Colca,Puno,2024-11-15,10,2006.45,Tren
V2301,Argentina,42,M,Cañón del Colca,Cusco,2025-08-26,2,4830.61,Bus
V2302,Chile,59,M,Líneas de Nazca,Puno,2025-01-23,3,2170.07,Avión
V2303,Chile,28,F,Líneas de Nazca,Arequipa,2025-09-18,5,1434.38,Desconocido
V2304,Colombia,32,M,Huacachina,Cusco,2025-02-15,1,2851.24,Bus
V2305,Argentina,49,M,Líneas de Nazca,Cusco,2025-07-27,10,4139.55,Bus
V2306,Ecuador,49,M,Líneas de Nazca,La Libertad,2025-09-27,3,693.77,Bus
V2307,Colombia,64,F,Líneas de Nazca,Ica,2025-05-17,3,1833.31,Desconocido
V2308,Brasil,57,M,Cañón del Colca,Cusco,2025-08-19,7,308.09,Tren
V2309,Argentina,18,M,Lago Titicaca,Cusco,2024-12-03,3,1479.41,Auto
V2310,Ecuador,58,F,Huacachina,Puno,2024-11-08,3,3837.07,Avión
V2311,México,63,F,Lago Titicaca,Arequipa,2025-03-18,1,4109.59,Desconocido
V2312,EE.UU.,69,M,Machu Picchu,Ica,2025-02-08,5,2327.43,Auto
V2313,México,18,M,Líneas de Nazca,Puno,2024-12-23,6,4918.71,Desconocido
V2314,Perú,51,F,Chan Chan,La Libertad,2025-10-14,7,4064.78,Tren
V2315,Argentina,24,F,Lago Titicaca,Cusco,2024-12-19,2,4884.62,Bus
V2316,Brasil,46,M,Chan Chan,Ica,2025-01-02,8,1764.31,Auto
V2317,Chile,38,M,Líneas de Nazca,La Libertad,2025-08-01,9,2562.53,Avión
V2318,EE.UU.,58,M,Cañón del Colca,Cusco,2025-01-13,5,1276.34,Bus
V2319,México,40,M,Líneas de Nazca,Ica,2025-01-15,7,2958.23,Avión
V2320,Colombia,62,F,Líneas de Nazca,Arequipa,2025-06-08,7,1437.0,Desconocido
V2321,Argentina,27,F,Machu Picchu,La Libertad,2025-04-21,6,3051.65,Desconocido
V2322,México,59,F,Chan Chan,Arequipa,2024-12-02,3,2930.41,Auto
V2323,Colombia,23,M,Huacachina,Ica,2025-05-01,1,4974.67,Auto
V2324,EE.UU.,40,M,Líneas de Nazca,Puno,2025-02-26,6,1774.43,Tren
V2325,Ecuador,51,F,Machu Picchu,Ica,2025-05-29,10,1774.83,Auto
V2326,Argentina,68,F,Cañón del Colca,Ica,2025-09-17,5,1863.56,Auto
V2327,Brasil,28,M,Machu Picchu,Arequipa,2025-04-24,3,581.69,Avión
V2328,Brasil,58,F,Huacachina,Puno,2024-10-28,8,940.69,Desconocido
V2329,Ecuador,53,F,Líneas de Nazca,Puno,2025-04-02,9,4302.42,Bus
V2330,Brasil,61,M,Huacachina,Ica,2025-07-29,3,2105.18,Tren
V2331,EE.UU.,44,M,Lago Titicaca,Ica,2024-12-29,10,1935.85,Tren
V2332,Brasil,65,F,Cañón del Colca,Ica,2025-10-03,8,2999.19,Tren
V2333,Argentina,48,M,Huacachina,Puno,2024-12-07,4,651.05,Desconocido
V2334,Chile,52,F,Líneas de Nazca,Arequipa,2025-04-18,1,2092.4,Desconocido
V2335,Brasil,48,F,Cañón del Colca,Arequipa,2025-06-11,3,2139.82,Tren
V2336,México,20,F,Lago Titicaca,Arequipa,2025-03-08,6,2510.65,Desconocido
V2337,Ecuador,67,F,Cañón del Colca,La Libertad,2025-01-25,9,1039.43,Desconocido
V2338,Argentina,41,F,Huacachina,La Libertad,2024-12-14,8,2235.51,Desconocido
V2339,Argentina,54,M,Chan Chan,La Libertad,2025-07-22,6,2632.67,Bus
V2340,Argentina,31,M,Líneas de Nazca,Cusco,2025-10-03,4,4628.02,Auto
V2341,Colombia,39,M,Chan Chan,Cusco,2025-06-02,2,3706.38,Desconocido
V2342,Chile,52,M,Líneas de Nazca,La Libertad,2024-10-19,7,3802.11,Avión
V2343,Brasil,36,F,Lago Titicaca,Puno,2025-04-30,8,4386.85,Bus
V2344,Colombia,61,M,Cañón del Colca,La Libertad,2024-12-17,9,3328.06,Desconocido
V2345,Perú,33,M,Machu Picchu,Ica,2024-12-04,3,3079.46,Bus
V2346,Brasil,26,M,Chan Chan,La Libertad,2025-07-13,1,3819.71,Desconocido
V2347,Colombia,43,F,Machu Picchu,Puno,2025-07-27,1,4174.25,Auto
V2348,Colombia,61,F,Machu Picchu,Ica,2025-01-26,2,1950.84,Desconocido
V2349,EE.UU.,65,M,Lago Titicaca,La Libertad,2025-08-27,1,405.94,Desconocido
V2350,Argentina,20,M,Chan Chan,La Libertad,2025-10-13,3,3290.8,Desconocido
V2351,Colombia,24,F,Huacachina,Cusco,2025-07-23,2,4439.92,Desconocido
V2352,Argentina,46,F,Machu Picchu,La Libertad,2025-04-06,10,4747.85,Desconocido
V2353,Colombia,22,M,Lago Titicaca,Ica,2024-11-10,4,4016.76,Auto
V2354,Perú,67,F,Cañón del Colca,Ica,2024-10-29,3,892.61,Desconocido
V2355,Colombia,64,M,Lago Titicaca,Puno,2025-09-23,10,3233.85,Bus
V2356,México,69,M,Huacachina,Puno,2024-12-23,2,2398.01,Desconocido
V2357,México,53,F,Cañón del Colca,La Libertad,2025-08-27,6,2071.42,Tren
V2358,Perú,48,M,Cañón del Colca,Puno,2024-11-13,2,4158.36,Bus
V2359,EE.UU.,57,M,Lago Titicaca,La Libertad,2024-11-13,10,1655.7,Avión
V2360,México,55,M,Machu Picchu,Ica,2025-04-29,10,3506.83,Desconocido
V2361,Ecuador,23,F,Machu Picchu,Cusco,2024-12-02,2,4988.74,Bus
V2362,Colombia,46,F,Machu Picchu,La Libertad,2025-04-06,1,2264.6,Desconocido
V2363,EE.UU.,42,M,Chan Chan,La Libertad,2025-06-25,7,4614.32,Avión
V2364,Perú,33,F,Líneas de Nazca,Puno,2025-06-13,1,4929.73,Desconocido
V2365,México,45,F,Chan Chan,Ica,2025-02-16,2,4389.74,Tren
V2366,Ecuador,70,F,Chan Chan,Cusco,2025-06-03,5,3929.51,Avión
V2367,Brasil,62,F,Cañón del Colca,Puno,2025-01-16,1,2113.78,Auto
V2368,EE.UU.,46,F,Machu Picchu,Cusco,2025-07-31,9,1163.8,Bus
V2369,Perú,48,M,Lago Titicaca,La Libertad,2025-07-03,8,1190.17,Desconocido
V2370,México,58,F,Machu Picchu,Arequipa,2025-02-09,3,3942.17,Desconocido
V2371,EE.UU.,43,F,Lago Titicaca,Puno,2025-01-08,3,3681.81,Tren
V2372,Chile,26,F,Huacachina,Arequipa,2025-07-06,5,3364.25,Auto
V2373,Colombia,38,F,Cañón del Colca,Ica,2025-05-13,10,2540.79,Avión
V2374,Chile,62,F,Líneas de Nazca,La Libertad,2025-03-15,1,1908.93,Desconocido
V2375,Colombia,34,M,Lago Titicaca,La Libertad,2025-05-12,7,338.72,Tren
V2376,Colombia,22,F,Lago Titicaca,Arequipa,2024-10-26,3,1078.72,Avión
V2377,México,54,F,Lago Titicaca,Arequipa,2025-01-29,9,3945.71,Desconocido
V2378,México,67,M,Chan Chan,La Libertad,2025-04-30,2,3261.47,Tren
V2379,México,20,M,Machu Picchu,Puno,2025-08-13,10,918.24,Auto
V2380,EE.UU.,48,F,Chan Chan,Ica,2025-07-25,7,2147.25,Desconocido
V2381,Colombia,22,F,Huacachina,Cusco,2025-10-06,9,3093.02,Auto
V2382,Argentina,48,M,Chan Chan,Ica,2025-09-23,3,2353.15,Tren
V2383,Argentina,43,M,Líneas de Nazca,Arequipa,2024-11-05,4,3456.7,Desconocido
V2384,México,55,M,Chan Chan,Puno,2024-11-22,3,3729.88,Desconocido
V2385,México,67,M,Chan Chan,La Libertad,2025-04-12,1,3698.24,Desconocido
V2386,Ecuador,38,F,Chan Chan,Ica,2024-12-14,10,1569.82,Tren
V2387,Ecuador,62,F,Cañón del Colca,La Libertad,2025-08-11,9,3556.32,Tren
V2388,Colombia,39,M,Cañón del Colca,Ica,2025-07-12,5,1071.18,Avión
V2389,México,64,M,Huacachina,Arequipa,2025-04-27,5,1189.96,Bus
V2390,Colombia,62,M,Lago Titicaca,Cusco,2025-07-17,5,3102.24,Bus
V2391,Perú,50,F,Machu Picchu,Arequipa,2025-09-13,4,4518.84,Tren
V2392,México,60,F,Chan Chan,Puno,2025-08-24,8,3890.6,Tren
V2393,Perú,52,F,Cañón del Colca,Cusco,2025-05-22,2,2755.2,Auto
V2394,Chile,60,F,Líneas de Nazca,Puno,2025-09-08,1,1463.63,Desconocido
V2395,Ecuador,52,M,Huacachina,Arequipa,2025-10-03,8,3979.03,Tren
V2396,Perú,47,M,Lago Titicaca,Puno,2025-09-17,8,4967.57,Bus
V2397,Colombia,27,F,Lago Titicaca,Cusco,2025-04-07,1,1983.99,Bus
V2398,Chile,63,M,Líneas de Nazca,La Libertad,2025-10-03,5,2405.6,Bus
V2399,Chile,39,M,Lago Titicaca,Cusco,2025-02-25,2,3146.1,Desconocido
V2400,Chile,30,M,Líneas de Nazca,Arequipa,2025-08-20,2,1848.3,Desconocido
V2401,Ecuador,35,F,Líneas de Nazca,La Libertad,2025-08-31,5,682.87,Auto
V2402,Brasil,66,F,Huacachina,Puno,2025-05-04,5,1405.65,Avión
V2403,Colombia,59,M,Lago Titicaca,Cusco,2025-02-24,4,2341.11,Bus
V2404,Brasil,40,M,Huacachina,Ica,2024-11-18,1,499.01,Auto
V2405,Brasil,63,F,Lago Titicaca,La Libertad,2025-09-28,7,1079.27,Tren
V2406,Brasil,36,M,Machu Picchu,Puno,2025-04-19,7,4365.78,Desconocido
V2407,Chile,35,M,Líneas de Nazca,Puno,2025-03-03,2,2204.05,Bus
V2408,Brasil,26,M,Machu Picchu,La Libertad,2025-09-11,2,3617.58,Auto
V2409,Brasil,27,F,Huacachina,La Libertad,2025-03-06,5,3434.99,Auto
V2410,EE.UU.,48,M,Líneas de Nazca,Puno,2025-01-25,10,3120.72,Auto
V2411,Chile,64,M,Chan Chan,Ica,2025-07-24,4,4769.98,Desconocido
V2412,Ecuador,63,M,Líneas de Nazca,Cusco,2025-05-26,2,2661.6,Auto
V2413,México,49,F,Líneas de Nazca,Ica,2024-10-18,2,4733.38,Bus
V2414,Perú,23,F,Líneas de Nazca,La Libertad,2024-11-12,8,4518.75,Desconocido
V2415,Argentina,35,M,Cañón del Colca,La Libertad,2024-12-02,6,1748.35,Tren
V2416,Colombia,48,M,Lago Titicaca,Arequipa,2025-04-03,5,2649.3,Auto
V2417,México,28,M,Huacachina,Puno,2025-06-21,7,1259.42,Avión
V2418,Chile,36,F,Machu Picchu,La Libertad,2025-05-11,9,4283.08,Bus
V2419,Perú,56,F,Cañón del Colca,Cusco,2025-03-07,1,3003.09,Auto
V2420,Colombia,30,M,Huacachina,Ica,2025-05-13,2,4517.86,Auto
V2421,Chile,47,F,Huacachina,Ica,2025-06-21,9,2985.77,Avión
V2422,Perú,33,M,Machu Picchu,La Libertad,2025-01-28,8,3401.52,Desconocido
V2423,México,65,M,Chan Chan,Cusco,2025-08-17,7,1743.29,Desconocido
V2424,Perú,50,F,Cañón del Colca,Arequipa,2025-01-23,6,581.93,Desconocido
V2425,Ecuador,64,M,Lago Titicaca,La Libertad,2024-11-10,9,842.21,Bus
V2426,Brasil,69,F,Lago Titicaca,La Libertad,2025-07-29,9,1108.82,Desconocido
V2427,Perú,64,F,Chan Chan,Ica,2025-08-17,1,2049.5,Tren
V2428,Chile,38,M,Cañón del Colca,La Libertad,2025-10-03,3,1534.25,Desconocido
V2429,Perú,59,F,Chan Chan,La Libertad,2024-11-11,2,2800.12,Tren
V2430,Chile,53,M,Cañón del Colca,Arequipa,2025-07-08,6,1323.55,Auto
V2431,México,49,M,Lago Titicaca,Puno,2025-03-18,2,2982.08,Desconocido
V2432,Argentina,32,F,Líneas de Nazca,Ica,2025-07-06,5,3641.19,Desconocido
V2433,EE.UU.,54,M,Chan Chan,La Libertad,2025-01-09,9,1540.68,Tren
V2434,Argentina,20,F,Machu Picchu,La Libertad,2024-11-07,8,2808.94,Avión
V2435,EE.UU.,39,F,Líneas de Nazca,Arequipa,2025-10-04,10,4434.68,Bus
V2436,Argentina,52,F,Líneas de Nazca,Arequipa,2024-11-24,3,2429.95,Tren
V2437,Perú,29,M,Chan Chan,La Libertad,2025-06-24,2,1526.56,Auto
V2438,Argentina,42,M,Líneas de Nazca,La Libertad,2025-02-02,7,3393.41,Desconocido
V2439,Brasil,51,F,Huacachina,Arequipa,2025-05-28,2,4984.62,Desconocido
V2440,Argentina,43,M,Machu Picchu,Cusco,2025-09-16,5,3726.6,Avión
V2441,Colombia,55,M,Chan Chan,Cusco,2025-05-25,2,3659.79,Tren
V2442,Brasil,49,F,Líneas de Nazca,Cusco,2025-03-27,1,2363.76,Tren
V2443,Argentina,30,M,Lago Titicaca,Ica,2025-10-05,4,454.2,Auto
V2444,Brasil,60,M,Chan Chan,La Libertad,2024-12-17,5,1215.15,Bus
V2445,Argentina,46,F,Machu Picchu,Ica,2024-11-26,8,745.85,Avión
V2446,EE.UU.,58,M,Huacachina,Cusco,2025-08-29,5,4680.87,Auto
V2447,EE.UU.,40,M,Cañón del Colca,Puno,2025-08-22,2,3353.43,Desconocido
V2448,Perú,24,F,Huacachina,La Libertad,2025-09-08,3,2775.12,Desconocido
V2449,Chile,20,F,Líneas de Nazca,Cusco,2025-04-26,5,1340.91,Desconocido
V2450,Chile,70,F,Chan Chan,Arequipa,2025-04-23,5,2393.53,Desconocido
V2451,México,45,M,Chan Chan,Cusco,2025-01-06,9,3085.47,Desconocido
V2452,Colombia,32,M,Lago Titicaca,La Libertad,2025-08-05,4,3960.07,Desconocido
V2453,Argentina,29,M,Machu Picchu,Cusco,2025-02-23,9,4432.1,Tren
V2454,EE.UU.,43,F,Chan Chan,Ica,2025-04-18,1,4317.32,Auto
V2455,México,23,M,Lago Titicaca,Cusco,2025-01-28,9,1401.44,Tren
V2456,México,45,M,Machu Picchu,La Libertad,2025-10-06,3,4843.62,Auto
V2457,Colombia,32,F,Machu Picchu,Puno,2024-12-06,1,1145.69,Desconocido
V2458,Argentina,52,M,Huacachina,Cusco,2024-10-19,7,1412.88,Desconocido
V2459,Colombia,24,F,Huacachina,Puno,2025-07-27,5,710.14,Desconocido
V2460,Ecuador,46,M,Machu Picchu,La Libertad,2025-06-12,4,1358.0,Desconocido
V2461,Brasil,25,M,Líneas de Nazca,Arequipa,2025-02-23,3,713.89,Desconocido
V2462,Brasil,22,M,Lago Titicaca,Cusco,2025-07-14,9,4568.97,Bus
V2463,Brasil,50,M,Lago Titicaca,Ica,2025-10-11,5,349.56,Desconocido
V2464,Colombia,49,M,Lago Titicaca,Cusco,2025-10-11,3,2390.62,Avión
V2465,Perú,66,M,Líneas de Nazca,Ica,2025-01-01,9,3306.35,Bus
V2466,Brasil,50,F,Chan Chan,Ica,2025-07-16,1,4147.75,Auto
V2467,Colombia,59,F,Líneas de Nazca,Cusco,2025-07-31,5,2393.2,Bus
V2468,México,19,M,Chan Chan,Puno,2025-03-29,8,3759.31,Avión
V2469,EE.UU.,24,M,Lago Titicaca,Ica,2024-10-23,8,2591.33,Avión
V2470,Colombia,59,M,Lago Titicaca,Ica,2024-11-02,2,2957.23,Auto
V2471,Chile,35,F,Lago Titicaca,Puno,2025-01-08,3,3546.66,Desconocido
V2472,Perú,50,F,Huacachina,Arequipa,2025-03-27,9,1540.4,Desconocido
V2473,Chile,33,F,Machu Picchu,Ica,2025-04-12,4,2786.69,Tren
V2474,Perú,61,M,Lago Titicaca,Cusco,2024-11-02,9,4308.66,Avión
V2475,México,27,M,Lago Titicaca,La Libertad,2025-01-16,7,3444.56,Desconocido
V2476,Perú,20,M,Lago Titicaca,Arequipa,2025-09-14,5,3803.71,Desconocido
V2477,Colombia,33,M,Cañón del Colca,Ica,2025-09-15,7,4914.16,Auto
V2478,EE.UU.,46,M,Líneas de Nazca,La Libertad,2025-06-13,10,2331.1,Tren
V2479,Argentina,61,F,Chan Chan,La Libertad,2024-10-17,2,4089.1,Bus
V2480,Chile,57,F,Lago Titicaca,Ica,2025-02-19,4,3788.03,Avión
V2481,Ecuador,38,M,Cañón del Colca,Arequipa,2025-07-06,9,1525.7,Tren
V2482,Ecuador,18,M,Líneas de Nazca,La Libertad,2024-11-15,9,2977.87,Avión
V2483,Brasil,65,F,Machu Picchu,Arequipa,2025-06-07,5,1470.46,Desconocido
V2484,EE.UU.,65,M,Lago Titicaca,Ica,2025-09-24,1,3997.66,Tren
V2485,Ecuador,18,M,Huacachina,Cusco,2024-11-18,7,1345.46,Tren
V2486,Colombia,45,M,Machu Picchu,Puno,2025-01-31,8,382.07,Tren
V2487,Argentina,28,M,Chan Chan,Cusco,2025-06-07,8,3038.29,Avión
V2488,Argentina,29,F,Machu Picchu,Arequipa,2025-04-28,7,4948.81,Tren
V2489,Perú,64,F,Líneas de Nazca,Cusco,2025-08-16,10,1265.64,Auto
V2490,EE.UU.,51,M,Huacachina,La Libertad,2025-04-01,8,1774.66,Bus
V2491,Perú,55,F,Cañón del Colca,Cusco,2025-06-04,1,1332.55,Tren
V2492,EE.UU.,50,F,Chan Chan,Ica,2024-10-26,7,2448.58,Auto
V2493,Argentina,66,M,Chan Chan,La Libertad,2025-10-16,7,2681.78,Desconocido
V2494,Argentina,46,F,Machu Picchu,Cusco,2025-07-19,2,383.21,Desconocido
V2495,EE.UU.,68,M,Lago Titicaca,Puno,2025-04-01,6,1382.16,Avión
V2496,Chile,37,M,Chan Chan,La Libertad,2025-08-19,7,3437.0,Bus
V2497,Brasil,63,F,Lago Titicaca,Cusco,2025-08-30,1,1440.08,Bus
V2498,Argentina,27,M,Chan Chan,La Libertad,2024-10-24,1,633.65,Bus
V2499,Brasil,64,F,Machu Picchu,Ica,2025-09-14,7,4287.91,Desconocido
V2500,EE.UU.,28,M,Huacachina,La Libertad,2025-08-18,7,582.64,Bus
V2501,EE.UU.,18,M,Lago Titicaca,Cusco,2025-10-04,5,2367.61,Auto
V2502,Colombia,30,M,Lago Titicaca,Arequipa,2024-11-30,6,904.09,Auto
V2503,EE.UU.,57,F,Huacachina,Arequipa,2025-04-24,7,1334.12,Avión
V2504,Chile,51,M,Machu Picchu,Ica,2025-06-02,5,581.88,Desconocido
V2505,Colombia,32,M,Líneas de Nazca,Cusco,2025-09-01,4,2269.17,Bus
V2506,Ecuador,51,M,Huacachina,Arequipa,2025-01-23,8,4576.93,Auto
V2507,EE.UU.,54,F,Machu Picchu,Ica,2025-08-17,1,4717.82,Avión
V2508,Ecuador,42,F,Huacachina,Puno,2025-07-30,9,470.58,Avión
V2509,Argentina,21,M,Chan Chan,Arequipa,2025-08-10,4,3236.15,Bus
V2510,Perú,64,F,Cañón del Colca,Cusco,2025-04-09,8,4237.37,Desconocido
V2511,Colombia,41,F,Machu Picchu,Cusco,2025-06-23,5,3851.24,Auto
V2512,México,31,M,Lago Titicaca,Arequipa,2025-10-01,7,2183.13,Tren
V2513,Brasil,20,M,Huacachina,Cusco,2025-07-13,8,2594.04,Desconocido
V2514,Ecuador,70,M,Cañón del Colca,Cusco,2024-11-05,10,445.9,Desconocido
V2515,Colombia,47,M,Líneas de Nazca,Cusco,2025-09-30,4,4323.66,Auto
V2516,Ecuador,18,M,Machu Picchu,Cusco,2024-12-18,9,3747.13,Desconocido
V2517,Ecuador,48,M,Cañón del Colca,Cusco,2025-07-03,3,1968.94,Auto
V2518,México,37,F,Chan Chan,Arequipa,2025-08-18,3,4242.97,Tren
V2519,Perú,51,F,Cañón del Colca,Ica,2025-02-28,5,955.86,Bus
V2520,Chile,25,F,Machu Picchu,Puno,2025-04-14,2,3774.79,Desconocido
V2521,Brasil,20,F,Huacachina,Ica,2025-04-27,8,2995.41,Tren
V2522,Colombia,30,M,Chan Chan,La Libertad,2025-07-08,2,326.9,Desconocido
V2523,Argentina,31,M,Lago Titicaca,Arequipa,2025-09-10,7,3244.62,Avión
V2524,Perú,19,M,Huacachina,Ica,2025-03-01,6,2495.38,Bus
V2525,Chile,39,M,Machu Picchu,Cusco,2025-05-18,10,577.08,Desconocido
V2526,Brasil,38,M,Machu Picchu,Puno,2025-07-05,8,601.73,Avión
V2527,EE.UU.,45,F,Machu Picchu,La Libertad,2024-11-07,3,519.78,Avión
V2528,Colombia,53,F,Machu Picchu,La Libertad,2025-03-23,5,4497.69,Avión
V2529,Chile,23,F,Líneas de Nazca,Arequipa,2025-04-28,5,4640.36,Avión
V2530,Colombia,62,F,Cañón del Colca,Ica,2025-02-06,8,4898.16,Avión
V2531,Colombia,61,F,Machu Picchu,Cusco,2025-08-29,2,2677.31,Bus
V2532,EE.UU.,67,M,Lago Titicaca,Puno,2025-03-30,5,1181.68,Desconocido
V2533,Colombia,45,F,Lago Titicaca,Cusco,2024-11-29,9,3291.44,Tren
V2534,Brasil,33,F,Huacachina,Cusco,2024-12-01,1,709.01,Avión
V2535,México,59,M,Machu Picchu,La Libertad,2025-01-14,1,1887.53,Tren
V2536,Argentina,38,F,Machu Picchu,Ica,2025-03-16,2,324.74,Bus
V2537,Chile,19,F,Chan Chan,Ica,2024-12-16,9,4138.01,Tren
V2538,Chile,23,M,Cañón del Colca,La Libertad,2025-06-24,4,3461.09,Auto
V2539,Chile,53,F,Lago Titicaca,La Libertad,2024-11-06,6,3094.92,Avión
V2540,Ecuador,59,M,Huacachina,Cusco,2025-07-03,1,1876.43,Desconocido
V2541,Ecuador,51,F,Líneas de Nazca,Arequipa,2025-02-16,2,806.44,Desconocido
V2542,Colombia,48,M,Chan Chan,La Libertad,2024-10-23,4,3161.76,Bus
V2543,Ecuador,66,F,Huacachina,Cusco,2025-07-21,10,2350.1,Bus
V2544,Perú,40,M,Machu Picchu,La Libertad,2025-09-11,2,3130.76,Avión
V2545,Brasil,46,F,Líneas de Nazca,Puno,2025-07-17,1,572.31,Avión
V2546,México,22,F,Chan Chan,La Libertad,2025-01-10,10,2793.02,Tren
V2547,Chile,49,F,Machu Picchu,Arequipa,2024-11-03,1,4373.86,Desconocido
V2548,Chile,26,M,Lago Titicaca,Cusco,2024-11-11,9,1168.54,Desconocido
V2549,Colombia,52,F,Cañón del Colca,La Libertad,2024-11-14,5,4757.49,Auto
V2550,EE.UU.,29,M,Machu Picchu,La Libertad,2025-05-14,8,695.46,Desconocido
V2551,Argentina,46,M,Huacachina,Ica,2025-02-07,4,1413.69,Desconocido
V2552,Colombia,69,F,Huacachina,Arequipa,2025-04-27,2,1075.36,Auto
V2553,Argentina,52,M,Machu Picchu,Ica,2025-08-10,9,2117.28,Desconocido
V2554,Colombia,27,M,Líneas de Nazca,La Libertad,2025-04-28,3,3369.58,Auto
V2555,Colombia,25,M,Lago Titicaca,Ica,2025-10-11,2,4746.57,Tren
V2556,Argentina,67,M,Cañón del Colca,Ica,2025-10-11,4,966.87,Avión
V2557,México,38,M,Machu Picchu,Puno,2025-09-07,10,2710.57,Bus
V2558,EE.UU.,32,M,Chan Chan,Cusco,2024-11-26,4,543.34,Auto
V2559,Ecuador,52,F,Cañón del Colca,Cusco,2025-02-20,4,3965.43,Bus
V2560,Colombia,70,F,Huacachina,Puno,2025-02-21,4,1389.55,Desconocido
V2561,Brasil,52,F,Huacachina,Arequipa,2024-11-06,1,3854.01,Tren
V2562,Brasil,59,M,Machu Picchu,Ica,2024-12-27,4,2438.1,Avión
V2563,Chile,70,F,Chan Chan,Cusco,2024-11-14,10,3521.37,Desconocido
V2564,Perú,70,F,Líneas de Nazca,Cusco,2024-12-02,2,1967.72,Auto
V2565,México,67,M,Cañón del Colca,Cusco,2024-11-26,9,1663.68,Auto
V2566,EE.UU.,37,M,Lago Titicaca,Puno,2024-12-22,9,3256.1,Auto
V2567,Argentina,39,M,Cañón del Colca,La Libertad,2025-09-16,8,807.29,Avión
V2568,México,59,F,Líneas de Nazca,La Libertad,2025-08-03,3,4690.96,Desconocido
V2569,Ecuador,66,M,Huacachina,Arequipa,2025-04-02,2,1047.17,Tren
V2570,Chile,38,M,Cañón del Colca,Arequipa,2025-02-23,6,1797.09,Desconocido
V2571,Colombia,53,M,Machu Picchu,Arequipa,2025-06-22,7,4307.2,Desconocido
V2572,Chile,49,M,Machu Picchu,Cusco,2025-04-03,3,3292.82,Desconocido
V2573,Brasil,55,F,Machu Picchu,La Libertad,2025-04-30,7,832.62,Bus
V2574,Chile,19,F,Huacachina,Ica,2025-02-02,10,3083.21,Desconocido
V2575,Brasil,49,M,Machu Picchu,Arequipa,2025-09-16,8,461.91,Bus
V2576,Chile,20,F,Lago Titicaca,Puno,2025-07-18,1,1524.94,Tren
V2577,Brasil,41,M,Cañón del Colca,Puno,2025-02-12,1,2255.88,Avión
V2578,EE.UU.,29,M,Lago Titicaca,La Libertad,2025-09-14,2,1914.14,Desconocido
V2579,Colombia,63,F,Lago Titicaca,Arequipa,2025-02-22,7,3996.17,Bus
V2580,Argentina,38,M,Huacachina,Cusco,2024-12-23,7,2779.83,Tren
V2581,EE.UU.,23,M,Machu Picchu,Puno,2025-05-05,6,602.67,Desconocido
V2582,Brasil,32,F,Cañón del Colca,Arequipa,2024-12-30,2,4415.36,Tren
V2583,Perú,18,M,Chan Chan,Cusco,2024-12-28,8,1557.96,Tren
V2584,Argentina,62,F,Huacachina,Ica,2024-10-24,6,4803.97,Bus
V2585,Ecuador,58,M,Machu Picchu,Arequipa,2025-06-16,8,1570.24,Desconocido
V2586,México,38,M,Lago Titicaca,La Libertad,2025-02-28,6,1137.22,Tren
V2587,Ecuador,44,F,Machu Picchu,Puno,2024-11-02,7,2802.67,Avión
V2588,Brasil,64,F,Lago Titicaca,Cusco,2025-09-08,8,1044.82,Avión
V2589,Argentina,44,M,Huacachina,La Libertad,2024-11-04,4,888.89,Bus
V2590,Colombia,28,F,Huacachina,Cusco,2025-09-30,6,1576.45,Auto
V2591,México,53,F,Líneas de Nazca,Ica,2024-12-12,8,2369.11,Desconocido
V2592,Ecuador,37,F,Cañón del Colca,La Libertad,2025-04-21,3,664.78,Tren
V2593,Chile,67,M,Huacachina,Puno,2025-08-27,9,2328.21,Desconocido
V2594,Ecuador,65,M,Chan Chan,La Libertad,2025-04-04,8,3019.41,Tren
V2595,EE.UU.,22,F,Líneas de Nazca,Puno,2025-07-04,9,4531.84,Desconocido
V2596,Perú,64,M,Huacachina,Ica,2024-12-13,6,4646.82,Avión
V2597,Ecuador,25,F,Chan Chan,Puno,2025-10-01,4,3312.77,Bus
V2598,Chile,35,F,Cañón del Colca,Arequipa,2025-06-06,9,3248.57,Desconocido
V2599,Argentina,55,M,Lago Titicaca,Cusco,2025-04-04,9,2096.65,Auto
V2600,Argentina,20,M,Líneas de Nazca,La Libertad,2025-06-14,9,4436.18,Avión
V2601,Brasil,56,F,Machu Picchu,La Libertad,2025-08-29,3,1605.1,Desconocido
V2602,Brasil,54,M,Chan Chan,Cusco,2024-10-30,9,1849.67,Bus
V2603,EE.UU.,56,M,Huacachina,Ica,2025-01-18,6,3377.02,Tren
V2604,Perú,53,M,Huacachina,Ica,2025-07-07,7,2989.66,Auto
V2605,Argentina,29,M,Cañón del Colca,Arequipa,2025-07-07,2,4009.54,Desconocido
V2606,EE.UU.,65,F,Lago Titicaca,Puno,2024-11-25,5,2706.44,Desconocido
V2607,EE.UU.,52,M,Chan Chan,Puno,2025-06-21,6,2420.57,Auto
V2608,Perú,30,F,Chan Chan,Cusco,2025-03-23,9,4978.3,Tren
V2609,Argentina,52,F,Lago Titicaca,Cusco,2024-11-10,3,671.16,Desconocido
V2610,Argentina,68,M,Chan Chan,Cusco,2024-11-20,2,2227.17,Desconocido
